instrumenti,stil,opus,datum_kompozicije,vir,avtorske_pravice,zadnja_posodobitev,glasbeni_ID,typeset
"Voice, Piano",Romantic,Not known,Not known,"Practical Singing Tutor for All Voices, G.Schirmer, 1892. Ed",Public Domain,2019/Jul/24,Mutopia-2019/07/24-2247,"LilyPond, version 2.18.2"
